"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z170","2019-09-19 00:00:00","199.000","346.000","1.100","25.700","0.700","990.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","21.600",""
"C0Z100","2019-09-19 00:00:00","36.000","358.000","0.400","24.200","0.780","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","22.300",""
"C0U710","2019-09-19 00:00:00","1942.000","0.000","0.000","10.700","0.990","808.600","-99.000","6.500","-99.000","-99.000","-99.000","15.500","","10.400",""
"C0SA30","2019-09-19 00:00:00","92.000","14.000","3.900","25.500","0.660","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","24.600",""
"C0V500","2019-09-19 00:00:00","6.000","0.000","0.000","28.600","0.830","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.900",""
"CM0160","2019-09-19 00:00:00","196.000","107.000","0.400","24.200","0.760","992.000","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","22.400",""
"C0V350","2019-09-19 00:00:00","36.000","257.000","0.500","25.800","0.900","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.800",""
"C0W120","2019-09-19 00:00:00","58.000","20.000","11.300","25.100","0.720","1003.100","-99.000","0.000","19.700","17.000","","27.000","","25.100",""
"C0R470","2019-09-19 00:00:00","103.000","7.000","1.000","26.500","0.940","997.600","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.200",""
"C0M770","2019-09-19 00:00:00","164.000","298.000","1.200","23.600","0.990","989.700","-99.000","3.500","-99.000","-99.000","-99.000","31.500","","23.100",""
"C0S930","2019-09-19 00:00:00","248.000","214.000","0.600","24.100","0.810","982.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.400",""
"C0F9Y0","2019-09-19 00:00:00","3313.000","326.000","1.400","7.900","0.750","686.800","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","5.300",""
"C0E790","2019-09-19 00:00:00","344.000","59.000","1.100","23.400","0.670","970.000","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","22.900",""
"C0O810","2019-09-19 00:00:00","161.000","15.000","0.800","25.200","0.990","993.400","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.100",""
"C0R520","2019-09-19 00:00:00","18.000","81.000","0.900","27.600","0.800","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.600",""
"C0G880","2019-09-19 00:00:00","92.000","11.000","1.000","25.100","0.740","998.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","23.800",""
"C0X270","2019-09-19 00:00:00","33.000","17.000","0.300","24.400","0.850","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","22.600",""
"C0R260","2019-09-19 00:00:00","76.000","63.000","0.700","26.700","0.780","1000.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0U950","2019-09-19 00:00:00","1012.000","319.000","8.600","16.300","1.000","902.600","-99.000","19.500","14.000","336.000","","19.000","","16.200",""
"C0O860","2019-09-19 00:00:00","38.000","0.000","0.100","25.800","0.850","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.000",""
"C0S980","2019-09-19 00:00:00","901.000","298.000","1.500","19.400","1.000","911.000","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.700",""
"C0X110","2019-09-19 00:00:00","20.000","28.000","2.400","26.800","0.660","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.800",""
"C0V310","2019-09-19 00:00:00","46.000","0.000","0.200","25.800","0.980","1002.300","-99.000","5.500","-99.000","-99.000","-99.000","32.200","","24.500",""
"C0G620","2019-09-19 00:00:00","110.000","5.000","1.300","24.800","0.680","996.900","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","23.000",""
"C0AD50","2019-09-19 00:00:00","84.000","82.000","1.700","24.500","0.800","1004.000","-99.000","1.000","-99.000","-99.000","-99.000","29.000","","24.000",""
"C0B010","2019-09-19 00:00:00","38.000","39.000","3.700","26.100","0.680","1006.200","-99.000","5.000","8.900","34.000","","27.600","","24.500",""
"C1R340","2019-09-19 00:00:00","230.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R490","2019-09-19 00:00:00","49.000","0.000","0.000","26.900","0.870","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.500",""
"C0V440","2019-09-19 00:00:00","27.000","7.000","1.600","26.700","0.760","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.000",""
"C0SA40","2019-09-19 00:00:00","200.000","332.000","1.300","24.400","0.770","988.100","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","21.300",""
"C0Z280","2019-09-19 00:00:00","224.000","0.000","0.100","24.400","0.660","987.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","21.300",""
"C0Z070","2019-09-19 00:00:00","247.000","5.000","1.700","23.700","0.780","983.200","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","20.800",""
"C0T9N0","2019-09-19 00:00:00","261.000","20.000","1.100","24.100","0.820","981.700","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","21.000",""
"C0K470","2019-09-19 00:00:00","97.000","0.000","0.000","24.500","0.880","997.500","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","23.000",""
"C0V650","2019-09-19 00:00:00","28.000","32.000","3.200","26.600","0.660","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","25.400",""
"C0H9C0","2019-09-19 00:00:00","3402.000","51.000","1.100","9.600","0.350","677.200","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","7.900",""
"C0U780","2019-09-19 00:00:00","15.000","261.000","2.300","23.700","0.780","1011.800","-99.000","0.500","-99.000","-99.000","-99.000","29.500","","23.600",""
"C0U760","2019-09-19 00:00:00","22.000","297.000","0.900","25.400","0.610","1011.400","-99.000","5.000","-99.000","-99.000","-99.000","31.800","","24.400",""
"C0X290","2019-09-19 00:00:00","10.000","24.000","5.400","25.900","0.700","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.400",""
"C0R420","2019-09-19 00:00:00","504.000","60.000","2.500","21.800","-99.000","949.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","21.400",""
"C0E830","2019-09-19 00:00:00","37.000","46.000","5.300","25.300","0.670","1005.400","-99.000","0.000","11.300","25.000","","30.700","","25.300",""
"C0K330","2019-09-19 00:00:00","38.000","347.000","1.800","24.600","0.690","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.100",""
"C0M660","2019-09-19 00:00:00","40.000","10.000","1.600","25.000","0.690","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","24.200",""
"C0D580","2019-09-19 00:00:00","120.000","0.000","0.000","20.800","0.800","997.900","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","20.800",""
"C0R640","2019-09-19 00:00:00","21.000","291.000","2.900","28.900","0.820","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.400",""
"C0E810","2019-09-19 00:00:00","53.000","33.000","4.200","23.400","0.760","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.400",""
"C0G830","2019-09-19 00:00:00","27.000","8.000","2.400","24.400","0.780","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.200",""
"C0A550","2019-09-19 00:00:00","422.000","0.000","0.000","21.000","0.940","966.000","-99.000","17.500","-99.000","-99.000","-99.000","24.300","","20.600",""
"C0G750","2019-09-19 00:00:00","31.000","345.000","3.200","24.900","0.660","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.100",""
"C0Z150","2019-09-19 00:00:00","27.000","5.000","5.200","27.700","0.530","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","22.900",""
"C0Z270","2019-09-19 00:00:00","343.000","53.000","4.700","23.900","0.640","972.900","-99.000","0.000","10.000","42.000","","28.100","","21.700",""
"C0UA30","2019-09-19 00:00:00","1397.000","132.000","1.400","13.900","1.000","862.300","-99.000","3.000","-99.000","-99.000","-99.000","20.200","","13.900",""
"C0I080","2019-09-19 00:00:00","536.000","0.000","0.000","23.100","0.880","952.100","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","20.800",""
"C0UA00","2019-09-19 00:00:00","392.000","177.000","0.500","19.900","0.990","970.600","-99.000","1.500","-99.000","-99.000","-99.000","27.600","","19.800",""
"C0AD40","2019-09-19 00:00:00","32.000","0.000","0.100","24.400","0.710","1009.200","-99.000","0.500","-99.000","-99.000","-99.000","28.800","","23.800",""
"C0S660","2019-09-19 00:00:00","794.000","248.000","0.300","19.900","0.950","924.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","17.300",""
"C0M640","2019-09-19 00:00:00","155.000","136.000","1.400","24.500","0.890","990.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","23.100",""
"C0R660","2019-09-19 00:00:00","20.000","139.000","1.200","27.600","-99.000","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.100",""
"C0UA10","2019-09-19 00:00:00","1711.000","0.000","0.100","13.100","1.000","833.400","-99.000","5.500","-99.000","-99.000","-99.000","17.600","","12.600",""
"C0V770","2019-09-19 00:00:00","26.000","1.000","1.100","26.600","0.800","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.700",""
"C0E730","2019-09-19 00:00:00","26.000","37.000","3.300","24.700","0.680","1007.400","-99.000","0.000","9.200","38.000","","30.500","","24.700",""
"C0V810","2019-09-19 00:00:00","32.000","4.000","0.300","27.200","0.850","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","26.300",""
"C0A9C0","2019-09-19 00:00:00","35.000","4.000","2.500","25.600","0.670","1009.400","-99.000","3.500","-99.000","-99.000","-99.000","28.600","","24.600",""
"C0X310","2019-09-19 00:00:00","9.000","16.000","4.800","25.700","0.690","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.000",""
"C0K280","2019-09-19 00:00:00","23.000","21.000","4.200","25.300","0.650","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.800",""
"C0M650","2019-09-19 00:00:00","20.000","4.000","3.000","25.300","0.650","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.200",""
"C0S910","2019-09-19 00:00:00","212.000","42.000","17.900","25.900","0.810","985.200","-99.000","0.500","25.500","42.000","","26.700","","25.900",""
"C0D570","2019-09-19 00:00:00","15.000","0.000","0.200","24.200","0.760","1010.400","-99.000","2.000","-99.000","-99.000","-99.000","30.900","","23.700",""
"C0M710","2019-09-19 00:00:00","15.000","7.000","4.000","25.500","0.650","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.800",""
"C0V490","2019-09-19 00:00:00","20.000","355.000","1.900","28.200","0.730","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","26.900",""
"C0E870","2019-09-19 00:00:00","34.000","40.000","5.600","25.000","0.640","1008.400","-99.000","0.000","10.800","41.000","","30.600","","24.900",""
"C0M800","2019-09-19 00:00:00","440.000","0.000","0.000","23.800","0.940","960.600","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","22.300",""
"C0K390","2019-09-19 00:00:00","31.000","22.000","2.500","25.000","0.670","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.200",""
"C0I540","2019-09-19 00:00:00","3344.000","98.000","7.800","10.400","0.400","683.400","-99.000","-99.000","14.200","100.000","","18.000","","9.100",""
"C0G890","2019-09-19 00:00:00","24.000","31.000","8.500","25.800","0.640","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.700",""
"C0G720","2019-09-19 00:00:00","50.000","352.000","2.900","25.200","0.630","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.400",""
"C0UA40","2019-09-19 00:00:00","1121.000","49.000","1.300","15.500","0.990","890.500","-99.000","5.500","-99.000","-99.000","-99.000","22.000","","15.500",""
"C0V400","2019-09-19 00:00:00","56.000","60.000","2.300","25.900","0.830","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.900",""
"C0X130","2019-09-19 00:00:00","27.000","3.000","1.200","26.400","0.810","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","25.000",""
"C0A520","2019-09-19 00:00:00","48.000","89.000","2.000","24.800","0.730","1007.900","-99.000","1.000","-99.000","-99.000","-99.000","29.500","","24.100",""
"C0U870","2019-09-19 00:00:00","474.000","266.000","0.400","20.000","0.810","961.000","-99.000","2.500","-99.000","-99.000","-99.000","25.900","","20.000",""
"C0S690","2019-09-19 00:00:00","522.000","37.000","1.300","21.100","0.920","951.900","-99.000","0.000","-99.000","-99.000","-99.000","35.800","","21.000",""
"C0R150","2019-09-19 00:00:00","105.000","113.000","1.600","25.900","0.990","995.900","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.700",""
"C0K560","2019-09-19 00:00:00","117.000","123.000","0.700","23.700","0.910","995.900","-99.000","0.500","-99.000","-99.000","-99.000","31.800","","23.300",""
"C1R440","2019-09-19 00:00:00","1654.000","33.000","4.200","15.300","0.970","832.900","-99.000","0.000","-99.000","-99.000","-99.000","19.600","","14.400",""
"C0X100","2019-09-19 00:00:00","10.000","354.000","2.100","26.300","0.650","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.200",""
"C0K460","2019-09-19 00:00:00","60.000","352.000","2.600","25.300","0.670","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.300",""
"C0M740","2019-09-19 00:00:00","15.000","18.000","1.500","25.300","0.670","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.200",""
"C0SA10","2019-09-19 00:00:00","411.000","101.000","1.200","22.300","0.860","964.300","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","21.500",""
"C0C660","2019-09-19 00:00:00","176.000","56.000","2.400","23.800","0.720","992.900","-99.000","6.500","-99.000","-99.000","-99.000","27.600","","23.600",""
"C0R620","2019-09-19 00:00:00","34.000","27.000","6.500","27.500","0.750","1005.200","-99.000","0.000","12.200","33.000","","29.400","","26.600",""
"C0R700","2019-09-19 00:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F0B0","2019-09-19 00:00:00","311.000","116.000","2.300","23.700","0.660","974.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","23.000",""
"C0A570","2019-09-19 00:00:00","360.000","213.000","0.500","20.000","0.990","973.800","-99.000","17.500","-99.000","-99.000","-99.000","23.900","","20.000",""
"C0S790","2019-09-19 00:00:00","236.000","9.000","0.700","23.100","0.870","984.900","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","21.700",""
"C0D590","2019-09-19 00:00:00","143.000","52.000","2.100","23.400","0.760","997.000","-99.000","1.000","-99.000","-99.000","-99.000","28.400","","22.700",""
"C0U990","2019-09-19 00:00:00","31.000","255.000","2.300","23.000","0.800","1010.800","-99.000","2.000","-99.000","-99.000","-99.000","30.100","","22.900",""
"C0M700","2019-09-19 00:00:00","150.000","94.000","0.900","24.800","0.890","992.300","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","23.300",""
"C0A970","2019-09-19 00:00:00","96.000","4.000","9.000","24.500","0.760","1002.000","-99.000","2.500","-99.000","-99.000","-99.000","26.400","","23.500",""
"CM0110","2019-09-19 00:00:00","7.000","54.000","5.800","25.400","0.600","1008.400","-99.000","0.000","10.800","55.000","","29.600","","25.400",""
"C0S940","2019-09-19 00:00:00","150.000","14.000","1.500","24.700","0.670","993.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.700",""
"C0X250","2019-09-19 00:00:00","33.000","19.000","1.500","25.400","0.720","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.000",""
"C0K520","2019-09-19 00:00:00","10.000","11.000","2.700","25.200","0.630","1006.700","-99.000","0.000","8.800","30.000","","30.500","","24.900",""
"C0Z200","2019-09-19 00:00:00","153.000","18.000","0.500","24.600","0.930","994.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.400",""
"C0V740","2019-09-19 00:00:00","60.000","3.000","0.900","25.900","0.980","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.000",""
"C0V790","2019-09-19 00:00:00","410.000","349.000","1.700","23.400","0.930","962.600","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","21.900",""
"C0F0A0","2019-09-19 00:00:00","3587.000","208.000","0.400","6.500","0.620","664.700","-99.000","0.000","-99.000","-99.000","-99.000","13.500","","3.200",""
"C0Z250","2019-09-19 00:00:00","1124.000","0.000","0.100","17.200","0.990","889.300","-99.000","0.500","-99.000","-99.000","-99.000","24.300","","16.500",""
"C0K440","2019-09-19 00:00:00","35.000","345.000","4.700","24.400","0.700","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","23.800",""
"C0T900","2019-09-19 00:00:00","160.000","257.000","0.500","24.300","0.730","991.500","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","21.500",""
"C0F9V0","2019-09-19 00:00:00","525.000","32.000","0.500","21.100","0.840","951.100","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","20.300",""
"C0UA20","2019-09-19 00:00:00","2619.000","285.000","2.300","8.100","1.000","-99.000","-99.000","2.000","-99.000","-99.000","-99.000","12.700","","8.100",""
"C0M850","2019-09-19 00:00:00","695.000","0.000","0.000","21.600","0.990","931.700","-99.000","0.500","-99.000","-99.000","-99.000","29.600","","20.800",""
"C0G790","2019-09-19 00:00:00","27.000","7.000","1.300","26.200","0.590","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.300",""
"C0C620","2019-09-19 00:00:00","19.000","65.000","2.400","24.900","0.700","1009.400","-99.000","2.500","-99.000","-99.000","-99.000","28.500","","23.700",""
"C0I360","2019-09-19 00:00:00","300.000","85.000","1.100","25.500","0.750","974.200","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.800",""
"C0M810","2019-09-19 00:00:00","1354.000","0.000","0.000","18.400","0.990","864.200","-99.000","0.500","-99.000","-99.000","-99.000","22.400","","17.000",""
"C0AC80","2019-09-19 00:00:00","40.000","0.000","0.000","23.000","0.820","1008.200","-99.000","2.500","-99.000","-99.000","-99.000","27.700","","23.000",""
"CM0140","2019-09-19 00:00:00","26.000","54.000","2.900","27.100","0.550","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","27.000",""
"C0SA20","2019-09-19 00:00:00","857.000","56.000","1.700","19.300","0.980","916.100","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","19.100",""
"C0K490","2019-09-19 00:00:00","91.000","0.000","0.000","23.800","0.820","998.000","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","23.200",""
"C0V820","2019-09-19 00:00:00","441.000","0.000","0.200","23.200","0.990","961.900","-99.000","0.500","-99.000","-99.000","-99.000","30.400","","21.400",""
"C0S810","2019-09-19 00:00:00","65.000","24.000","2.000","25.200","0.710","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","24.200",""
"C0R580","2019-09-19 00:00:00","10.000","50.000","0.400","27.900","0.760","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","24.900",""
"C0Z330","2019-09-19 00:00:00","488.000","4.000","1.800","21.600","0.750","958.100","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","21.000",""
"C0E590","2019-09-19 00:00:00","40.000","31.000","3.400","24.200","0.720","1004.900","-99.000","0.000","8.900","19.000","","30.900","","24.200",""
"C0D540","2019-09-19 00:00:00","227.000","51.000","3.200","22.900","0.690","986.900","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","21.900",""
"C0K420","2019-09-19 00:00:00","42.000","3.000","2.500","24.500","0.670","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","23.900",""
"C0Z180","2019-09-19 00:00:00","34.000","354.000","1.100","25.900","0.670","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","23.600",""
"C0AD10","2019-09-19 00:00:00","27.000","32.000","1.800","25.700","0.630","1009.600","-99.000","3.500","7.000","67.000","","28.600","","24.300",""
"C0M720","2019-09-19 00:00:00","225.000","98.000","0.600","24.100","0.880","983.200","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","22.500",""
"C0V450","2019-09-19 00:00:00","51.000","107.000","0.300","27.500","0.990","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","25.100",""
"C0R280","2019-09-19 00:00:00","242.000","56.000","1.400","24.400","-99.000","981.200","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","21.800",""
"C0E610","2019-09-19 00:00:00","850.000","5.000","0.500","18.300","0.790","917.200","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.200",""
"C0V610","2019-09-19 00:00:00","22.000","359.000","1.600","27.200","0.730","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.600",""
"C0Z310","2019-09-19 00:00:00","59.000","9.000","1.500","26.300","0.540","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","24.100",""
"C0S700","2019-09-19 00:00:00","507.000","45.000","0.700","21.500","0.910","954.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","20.700",""
"C0T9G0","2019-09-19 00:00:00","605.000","0.000","0.200","20.900","0.990","946.100","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","20.400",""
"C0U520","2019-09-19 00:00:00","517.000","229.000","0.600","19.300","0.990","958.300","-99.000","0.500","-99.000","-99.000","-99.000","25.300","","19.300",""
"C0E750","2019-09-19 00:00:00","62.000","36.000","3.000","24.800","0.650","1002.300","-99.000","0.000","8.500","4.000","","30.500","","24.800",""
"C0G660","2019-09-19 00:00:00","27.000","18.000","1.000","25.200","0.640","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.500",""
"C0W140","2019-09-19 00:00:00","21.000","44.000","4.900","26.800","0.670","1011.100","-99.000","0.000","10.200","48.000","","31.200","","25.600",""
"C0U720","2019-09-19 00:00:00","1260.000","169.000","0.300","16.300","0.990","888.500","-99.000","1.000","-99.000","-99.000","-99.000","24.500","","16.300",""
"C0R690","2019-09-19 00:00:00","248.000","8.000","2.500","24.800","-99.000","980.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.200",""
"C0X150","2019-09-19 00:00:00","18.000","17.000","2.000","26.000","0.730","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.500",""
"C0Z050","2019-09-19 00:00:00","830.000","0.000","0.100","19.800","0.890","921.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.500",""
"C0I490","2019-09-19 00:00:00","1601.000","73.000","3.300","16.200","0.990","840.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","15.800",""
"C0I090","2019-09-19 00:00:00","910.000","182.000","0.600","21.800","0.960","910.500","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","20.300",""
"C0X240","2019-09-19 00:00:00","394.000","173.000","0.500","23.200","0.970","965.400","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","21.700",""
"C0S990","2019-09-19 00:00:00","409.000","21.000","2.100","23.300","0.880","964.800","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","23.100",""
"C0E850","2019-09-19 00:00:00","104.000","55.000","1.500","24.200","0.660","998.800","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","24.200",""
"C0T9B0","2019-09-19 00:00:00","558.000","263.000","1.700","22.200","0.800","949.900","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","20.900",""
"C0G650","2019-09-19 00:00:00","34.000","0.000","0.200","26.000","0.640","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","23.800",""
"C0K580","2019-09-19 00:00:00","26.000","356.000","1.700","24.800","0.680","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.000",""
"C0X050","2019-09-19 00:00:00","25.000","26.000","0.900","25.200","0.830","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","23.400",""
"CM0100","2019-09-19 00:00:00","25.000","55.000","3.300","25.400","0.610","1009.400","-99.000","3.500","-99.000","-99.000","-99.000","29.200","","24.900",""
"C0AC70","2019-09-19 00:00:00","71.000","30.000","0.300","25.300","0.670","1004.900","-99.000","4.000","-99.000","-99.000","-99.000","28.500","","24.600",""
"CM0130","2019-09-19 00:00:00","11.000","360.000","3.100","25.900","0.660","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","29.900","","25.500",""
"C0W110","2019-09-19 00:00:00","16.000","36.000","10.300","-99.000","-99.000","1012.400","-99.000","0.000","21.400","34.000","","-999.000","","-999.000",""
"C0R670","2019-09-19 00:00:00","26.000","80.000","3.400","27.600","-99.000","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.800",""
"C0X120","2019-09-19 00:00:00","28.000","354.000","2.500","25.800","0.710","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.300",""
"C0R100","2019-09-19 00:00:00","1006.000","255.000","0.800","19.100","1.000","900.800","-99.000","1.000","-99.000","-99.000","-99.000","26.300","","18.500",""
"C0C700","2019-09-19 00:00:00","151.000","68.000","2.600","24.200","0.670","996.000","-99.000","6.000","-99.000","-99.000","-99.000","27.900","","23.600",""
"C0W130","2019-09-19 00:00:00","18.000","30.000","9.500","26.200","0.700","1006.600","-99.000","0.000","18.900","48.000","","28.400","","26.200",""
"C0F9R0","2019-09-19 00:00:00","20.000","50.000","5.400","25.600","0.720","1007.700","-99.000","0.000","11.600","53.000","","30.600","","25.400",""
"C0V660","2019-09-19 00:00:00","25.000","32.000","2.100","26.500","0.770","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","25.200",""
"C0G780","2019-09-19 00:00:00","27.000","37.000","1.900","26.000","0.610","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","31.900","","25.800",""
"C0C590","2019-09-19 00:00:00","72.000","44.000","2.300","24.500","0.670","1003.700","-99.000","4.500","-99.000","-99.000","-99.000","28.000","","23.300",""
"C0I520","2019-09-19 00:00:00","3860.000","-99.000","-99.000","6.800","0.310","642.300","-99.000","-99.000","-99.000","-99.000","-99.000","13.700","","6.400",""
"C0E530","2019-09-19 00:00:00","341.000","20.000","1.600","22.100","0.730","971.400","-99.000","0.000","6.700","9.000","","28.800","","22.100",""
"C0M790","2019-09-19 00:00:00","15.000","20.000","2.000","25.400","0.610","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.400",""
"C0R130","2019-09-19 00:00:00","1040.000","261.000","0.900","19.200","0.990","894.800","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","18.800",""
"C0AH30","2019-09-19 00:00:00","755.000","3.000","7.400","19.500","1.000","928.400","-99.000","10.500","12.500","350.000","","21.800","","18.000",""
"C0X170","2019-09-19 00:00:00","50.000","50.000","0.900","25.800","0.770","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.200",""
"C0K291","2019-09-19 00:00:00","8.000","8.000","5.800","25.500","0.650","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.900",""
"C0D480","2019-09-19 00:00:00","223.000","0.000","0.000","21.100","0.940","986.600","-99.000","2.000","-99.000","-99.000","-99.000","27.400","","21.000",""
"C0F0C0","2019-09-19 00:00:00","983.000","0.000","0.000","19.400","0.990","901.800","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","18.800",""
