"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K520","2019-09-19 04:00:00","10.000","23.000","3.600","24.600","0.670","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.500",""
"C0Z200","2019-09-19 04:00:00","153.000","0.000","0.200","22.100","0.990","993.100","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","21.800",""
"C0V740","2019-09-19 04:00:00","60.000","312.000","1.100","25.700","0.960","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0C490","2019-09-19 05:00:00","157.000","60.000","0.600","22.900","0.820","994.100","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.800",""
"C0F970","2019-09-19 05:00:00","145.000","64.000","0.600","24.200","0.610","991.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0M690","2019-09-19 05:00:00","33.000","2.000","1.800","23.200","0.780","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.200",""
"C0V690","2019-09-19 05:00:00","30.000","42.000","1.700","27.600","0.810","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","27.200",""
"C0Z210","2019-09-19 05:00:00","126.000","0.000","0.000","21.500","0.990","997.100","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","21.400",""
"C0U770","2019-09-19 05:00:00","5.000","323.000","6.100","25.800","0.520","1010.300","-99.000","0.500","11.900","327.000","","26.200","","25.000",""
"C0Z080","2019-09-19 05:00:00","298.000","0.000","0.000","22.400","0.770","976.500","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.500",""
"C0G640","2019-09-19 05:00:00","17.000","27.000","5.200","25.200","0.650","1008.400","-99.000","0.000","11.900","28.000","","25.300","","24.600",""
"C0U900","2019-09-19 05:00:00","63.000","236.000","2.600","22.300","0.750","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","21.700",""
"C0X200","2019-09-19 05:00:00","61.000","303.000","1.300","23.400","0.960","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","22.900",""
"C0Z230","2019-09-19 05:00:00","31.000","3.000","10.600","27.300","0.430","1007.000","-99.000","0.000","18.600","3.000","","27.900","","27.300",""
"C0F9O0","2019-09-19 05:00:00","175.000","44.000","0.600","24.400","0.630","988.800","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.300",""
"C0G720","2019-09-19 05:00:00","50.000","7.000","2.600","24.500","0.660","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0UA40","2019-09-19 05:00:00","1121.000","34.000","0.900","15.300","0.940","889.200","-99.000","0.000","-99.000","-99.000","-99.000","15.500","","15.100",""
"C0V400","2019-09-19 05:00:00","56.000","24.000","2.700","24.300","0.910","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.300",""
"C0X130","2019-09-19 05:00:00","27.000","7.000","1.000","24.500","0.880","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.500",""
"C0A520","2019-09-19 05:00:00","48.000","0.000","0.000","22.900","0.910","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","22.800",""
"C0U870","2019-09-19 05:00:00","474.000","316.000","1.100","20.600","0.790","959.900","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","19.900",""
"C0S690","2019-09-19 05:00:00","522.000","38.000","0.600","20.100","0.880","951.000","-99.000","0.000","-99.000","-99.000","-99.000","21.200","","19.900",""
"C0R150","2019-09-19 05:00:00","105.000","111.000","1.700","25.600","0.990","994.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.300",""
"C0K560","2019-09-19 05:00:00","117.000","0.000","0.000","22.900","0.820","995.900","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","22.800",""
"C1R440","2019-09-19 05:00:00","1654.000","4.000","1.000","16.200","0.970","832.300","-99.000","0.500","-99.000","-99.000","-99.000","16.300","","15.100",""
"C0X100","2019-09-19 05:00:00","10.000","22.000","3.400","25.100","0.650","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","24.900",""
"C0K460","2019-09-19 05:00:00","60.000","23.000","2.400","23.900","0.710","1000.700","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.800",""
"C0M740","2019-09-19 05:00:00","15.000","22.000","1.300","23.800","0.730","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","23.800",""
"C0SA10","2019-09-19 05:00:00","411.000","100.000","0.700","21.100","0.840","963.200","-99.000","0.000","6.800","3.000","","22.300","","20.900",""
"C0C660","2019-09-19 05:00:00","176.000","61.000","1.200","23.000","0.780","992.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.700",""
"C0R620","2019-09-19 05:00:00","34.000","21.000","3.600","26.400","0.720","1005.000","-99.000","0.000","9.100","20.000","","27.400","","26.300",""
"C0R700","2019-09-19 05:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F0B0","2019-09-19 05:00:00","311.000","115.000","2.500","22.400","0.710","974.200","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.400",""
"C0O970","2019-09-19 05:00:00","71.000","0.000","0.200","21.900","1.000","1000.500","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","21.900",""
"C0F9P0","2019-09-19 05:00:00","26.000","38.000","5.500","25.200","0.670","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0R560","2019-09-19 05:00:00","22.000","0.000","0.100","26.000","0.840","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.600",""
"C0X220","2019-09-19 05:00:00","26.000","186.000","2.400","23.700","0.720","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","23.700",""
"C0M680","2019-09-19 05:00:00","37.000","4.000","0.800","23.900","0.740","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","24.800","","23.800",""
"C0S710","2019-09-19 05:00:00","382.000","19.000","1.900","20.000","0.880","967.500","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","20.000",""
"C0F9T0","2019-09-19 05:00:00","111.000","8.000","2.000","24.700","0.630","996.200","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","24.400",""
"C0F9N0","2019-09-19 05:00:00","75.000","22.000","1.800","25.800","0.590","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.800",""
"C0G740","2019-09-19 05:00:00","24.000","26.000","3.900","25.000","0.660","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0UA70","2019-09-19 05:00:00","547.000","359.000","3.500","20.000","0.990","951.100","-99.000","0.000","9.600","29.000","","20.100","","19.600",""
"C0AC60","2019-09-19 05:00:00","55.000","0.000","0.000","22.600","0.910","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","22.500",""
"C0R510","2019-09-19 05:00:00","31.000","322.000","0.600","26.300","0.870","1004.400","-99.000","4.000","-99.000","-99.000","-99.000","27.400","","26.100",""
"C1R320","2019-09-19 05:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X060","2019-09-19 05:00:00","19.000","16.000","3.000","23.600","0.750","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.300",""
"C0E550","2019-09-19 05:00:00","84.000","84.000","3.500","24.700","0.660","1001.400","-99.000","0.000","9.000","59.000","","24.800","","24.300",""
"C0AI20","2019-09-19 05:00:00","25.000","34.000","10.600","25.900","0.690","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"C0E740","2019-09-19 05:00:00","27.000","60.000","2.200","24.700","0.690","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.600",""
"C0S750","2019-09-19 05:00:00","2280.000","276.000","1.500","10.700","0.740","772.300","-99.000","0.000","-99.000","-99.000","-99.000","11.500","","8.800",""
"C0I370","2019-09-19 05:00:00","671.000","0.000","0.000","20.900","0.940","935.400","-99.000","0.000","-99.000","-99.000","-99.000","22.500","","20.800",""
"C0K400","2019-09-19 05:00:00","65.000","17.000","1.300","23.600","0.810","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.600",""
"C0A650","2019-09-19 05:00:00","287.000","0.000","0.200","20.400","0.990","979.700","-99.000","0.500","-99.000","-99.000","-99.000","22.100","","20.000",""
"C0U750","2019-09-19 05:00:00","398.000","15.000","8.300","21.800","0.820","966.400","-99.000","0.000","16.000","25.000","","21.900","","21.600",""
"C0M730","2019-09-19 05:00:00","40.000","349.000","1.100","24.100","0.990","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.100",""
"C0Z061","2019-09-19 05:00:00","174.000","82.000","0.600","20.600","0.990","993.400","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","20.600",""
"C0M670","2019-09-19 05:00:00","43.000","11.000","2.000","23.700","0.740","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.700",""
"C0I530","2019-09-19 05:00:00","3014.000","220.000","2.000","10.900","0.550","701.200","-99.000","0.000","7.400","252.000","","10.900","","9.500",""
"C0A880","2019-09-19 05:00:00","6.000","358.000","2.500","25.000","0.740","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0S950","2019-09-19 05:00:00","415.000","215.000","1.800","21.100","0.820","962.300","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","20.900",""
"C0X190","2019-09-19 05:00:00","10.000","19.000","2.600","24.400","0.790","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","24.400",""
"C0A560","2019-09-19 05:00:00","405.000","0.000","0.000","18.200","0.990","966.400","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","18.200",""
"C0U980","2019-09-19 05:00:00","573.000","332.000","3.500","19.500","0.940","949.000","-99.000","0.000","10.600","336.000","","19.700","","19.000",""
"C0V250","2019-09-19 05:00:00","298.000","268.000","0.500","23.400","0.940","975.000","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","23.100",""
"C0AH70","2019-09-19 05:00:00","34.000","252.000","0.300","24.300","0.710","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.200",""
"C0M760","2019-09-19 05:00:00","40.000","8.000","1.500","23.800","0.760","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.800",""
"C0O950","2019-09-19 05:00:00","4.000","357.000","1.000","24.200","0.750","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0F9A0","2019-09-19 05:00:00","425.000","80.000","1.100","21.700","0.790","960.400","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","21.400",""
"C0A9F0","2019-09-19 05:00:00","35.000","75.000","1.500","25.100","0.720","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0I460","2019-09-19 05:00:00","110.000","41.000","1.600","24.700","0.650","996.200","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.700",""
"C0W160","2019-09-19 05:00:00","49.000","48.000","19.800","25.400","0.690","1002.200","-99.000","0.000","25.400","45.000","","26.500","","25.400",""
"C0E420","2019-09-19 05:00:00","19.000","46.000","2.400","24.000","0.700","1006.800","-99.000","0.000","7.600","37.000","","24.800","","23.700",""
"C0R190","2019-09-19 05:00:00","32.000","360.000","0.900","24.300","0.990","1003.300","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.300",""
"C0I010","2019-09-19 05:00:00","1562.000","53.000","0.300","15.700","0.820","846.200","-99.000","0.000","-99.000","-99.000","-99.000","17.600","","15.700",""
"C0F930","2019-09-19 05:00:00","100.000","19.000","0.800","25.500","0.710","997.700","-99.000","0.000","6.200","121.000","","25.700","","25.100",""
"C0X180","2019-09-19 05:00:00","62.000","341.000","0.300","22.800","0.990","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","22.800",""
"C0ACA0","2019-09-19 05:00:00","25.000","0.000","0.000","24.600","0.710","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.300",""
"C0X260","2019-09-19 05:00:00","39.000","27.000","2.500","23.000","0.820","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.000",""
"C0K500","2019-09-19 05:00:00","12.000","21.000","3.000","24.100","0.710","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","24.000",""
"CM0010","2019-09-19 05:00:00","68.000","0.000","0.000","22.600","-99.000","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","21.900",""
"C0O990","2019-09-19 05:00:00","18.000","19.000","1.300","23.900","0.850","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.900",""
"C0E430","2019-09-19 05:00:00","258.000","137.000","0.300","20.900","0.780","984.700","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","20.800",""
"C0D390","2019-09-19 05:00:00","146.000","0.000","0.000","21.200","0.870","993.700","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","21.000",""
"C0T9F0","2019-09-19 05:00:00","251.000","317.000","0.400","21.600","0.730","981.100","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","21.600",""
"C0R350","2019-09-19 05:00:00","35.000","38.000","4.000","26.000","0.710","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.600",""
"C0K550","2019-09-19 05:00:00","15.000","13.000","2.500","24.200","0.720","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","24.200",""
"C0C670","2019-09-19 05:00:00","250.000","26.000","0.500","21.600","0.810","983.900","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","21.300",""
"C0A980","2019-09-19 05:00:00","11.000","21.000","3.400","24.900","0.700","1011.400","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","24.500",""
"C0UA60","2019-09-19 05:00:00","566.000","336.000","3.600","20.400","0.620","947.300","-99.000","0.000","11.700","332.000","","21.200","","20.000",""
"C0V720","2019-09-19 05:00:00","15.000","42.000","0.400","27.900","0.820","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","27.400",""
"C0C480","2019-09-19 05:00:00","105.000","0.000","0.000","22.900","0.850","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","22.700",""
"C0S900","2019-09-19 05:00:00","27.000","348.000","10.000","27.200","0.690","1005.000","-99.000","0.000","23.700","348.000","","27.700","","27.100",""
"C0SA00","2019-09-19 05:00:00","466.000","297.000","1.800","20.300","1.000","956.900","-99.000","0.000","-99.000","-99.000","-99.000","21.600","","20.300",""
"C0V730","2019-09-19 05:00:00","33.000","61.000","0.300","26.800","0.990","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","26.700",""
"C0Z300","2019-09-19 05:00:00","182.000","344.000","1.100","20.800","0.990","990.800","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","20.800",""
"C0H9A0","2019-09-19 05:00:00","1595.000","269.000","0.600","15.900","0.990","843.800","-99.000","0.000","-99.000","-99.000","-99.000","17.300","","15.800",""
"C0S840","2019-09-19 05:00:00","22.000","280.000","1.800","23.100","0.880","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","23.000",""
"C0Z150","2019-09-19 05:00:00","27.000","234.000","2.600","23.600","0.820","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","23.600",""
"C0W170","2019-09-19 05:00:00","42.000","29.000","9.800","24.800","0.640","1007.600","-99.000","0.000","16.000","40.000","","25.600","","24.700",""
"C0E540","2019-09-19 05:00:00","32.000","47.000","4.900","24.600","0.690","1006.300","-99.000","0.000","10.100","59.000","","25.000","","24.400",""
"C0D660","2019-09-19 05:00:00","65.000","101.000","3.000","24.100","0.720","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","23.800",""
"C0U650","2019-09-19 05:00:00","442.000","261.000","2.000","21.200","0.640","963.300","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","20.400",""
"C0G810","2019-09-19 05:00:00","26.000","17.000","2.000","25.800","0.660","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0F9Z0","2019-09-19 05:00:00","3193.000","13.000","5.100","10.700","0.510","696.100","-99.000","0.000","10.500","42.000","","10.700","","8.000",""
"C0M410","2019-09-19 05:00:00","245.000","350.000","1.000","23.100","1.000","976.800","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","23.100",""
"C0I410","2019-09-19 05:00:00","180.000","59.000","1.200","23.700","0.710","987.900","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.700",""
"C0K250","2019-09-19 05:00:00","12.000","30.000","3.900","23.900","0.740","1007.200","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.600",""
"C0AH80","2019-09-19 05:00:00","68.000","0.000","0.200","21.200","0.970","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","22.800","","21.000",""
"C0V640","2019-09-19 05:00:00","35.000","18.000","1.500","24.900","0.790","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.500",""
"C0S920","2019-09-19 05:00:00","98.000","0.000","0.200","22.300","0.930","993.400","-99.000","0.000","-99.000","-99.000","-99.000","24.000","","22.300",""
"C0S830","2019-09-19 05:00:00","288.000","14.000","4.100","23.800","0.630","978.700","-99.000","0.000","12.300","41.000","","24.100","","23.400",""
"C0V800","2019-09-19 05:00:00","256.000","0.000","0.200","24.500","0.920","977.400","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.300",""
"C0R140","2019-09-19 05:00:00","740.000","301.000","0.800","21.500","0.780","928.900","-99.000","0.000","-99.000","-99.000","-99.000","22.200","","21.500",""
"C0K410","2019-09-19 05:00:00","20.000","20.000","3.100","24.300","0.690","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","24.200",""
"C0F000","2019-09-19 05:00:00","273.000","26.000","2.700","23.100","0.720","976.400","-99.000","0.000","7.900","13.000","","23.600","","22.700",""
"C0W150","2019-09-19 05:00:00","42.000","56.000","7.000","26.800","0.520","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","26.700",""
"C0AH90","2019-09-19 05:00:00","660.000","256.000","0.800","17.300","0.990","941.800","-99.000","0.000","-99.000","-99.000","-99.000","18.200","","16.800",""
"C0F9K0","2019-09-19 05:00:00","30.000","35.000","3.300","24.800","0.660","1004.100","-99.000","0.000","8.600","43.000","","24.900","","24.500",""
"C0C540","2019-09-19 05:00:00","46.000","58.000","3.000","24.600","0.690","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","22.600",""
"C0G770","2019-09-19 05:00:00","15.000","39.000","2.600","25.500","0.660","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0V670","2019-09-19 05:00:00","20.000","352.000","2.100","25.500","0.820","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.500",""
"C0A870","2019-09-19 05:00:00","685.000","30.000","6.500","18.900","0.970","933.800","-99.000","0.000","14.800","30.000","","19.500","","18.900",""
"C0R220","2019-09-19 05:00:00","23.000","0.000","0.000","25.200","1.000","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","25.200",""
"C0Z220","2019-09-19 05:00:00","589.000","253.000","2.700","21.200","0.540","946.500","-99.000","0.000","-99.000","-99.000","-99.000","22.100","","20.000",""
"C0D560","2019-09-19 05:00:00","147.000","76.000","2.900","23.000","0.740","995.200","-99.000","0.000","-99.000","-99.000","-99.000","23.600","","22.700",""
"C0I380","2019-09-19 05:00:00","258.000","0.000","0.000","22.200","0.990","978.700","-99.000","0.000","-99.000","-99.000","-99.000","23.900","","22.200",""
"C0Z020","2019-09-19 05:00:00","211.000","21.000","3.500","21.300","0.970","985.300","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","21.000",""
"C0Z190","2019-09-19 05:00:00","62.000","308.000","1.000","23.900","0.780","1001.700","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","23.600",""
"C0C710","2019-09-19 05:00:00","143.000","0.000","0.000","19.900","0.990","996.100","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0D360","2019-09-19 05:00:00","523.000","152.000","0.300","20.700","0.640","952.100","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","20.700",""
"C0C680","2019-09-19 05:00:00","228.000","55.000","2.600","22.900","0.780","984.700","-99.000","0.000","-99.000","-99.000","-99.000","23.300","","22.200",""
"C0X140","2019-09-19 05:00:00","17.000","38.000","1.500","24.400","0.750","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.300",""
"C0V710","2019-09-19 05:00:00","34.000","118.000","1.100","27.200","0.790","1003.500","-99.000","0.000","-99.000","-99.000","-99.000","28.200","","27.200",""
"C0G840","2019-09-19 05:00:00","32.000","17.000","0.800","24.300","0.700","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","24.100",""
"C0S890","2019-09-19 05:00:00","238.000","5.000","1.200","21.400","0.890","985.400","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","21.300",""
"C0T820","2019-09-19 05:00:00","550.000","0.000","0.200","18.400","0.880","952.400","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","18.400",""
"C0F9I0","2019-09-19 05:00:00","194.000","38.000","2.100","23.900","0.640","986.600","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0C650","2019-09-19 05:00:00","208.000","44.000","0.800","20.500","0.830","988.200","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0R600","2019-09-19 05:00:00","766.000","296.000","1.100","23.000","0.830","923.700","-99.000","0.000","-99.000","-99.000","-99.000","23.500","","22.800",""
"C0Z320","2019-09-19 05:00:00","646.000","279.000","0.500","18.900","0.960","938.500","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","18.300",""
"C0V210","2019-09-19 05:00:00","734.000","59.000","1.100","20.800","0.890","929.100","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","20.800",""
"C0K240","2019-09-19 05:00:00","1132.000","299.000","1.600","19.200","0.990","888.900","-99.000","0.000","-99.000","-99.000","-99.000","20.500","","19.200",""
"C0M520","2019-09-19 05:00:00","15.000","29.000","2.500","23.600","0.720","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.400",""
"C0A530","2019-09-19 05:00:00","300.000","0.000","0.000","19.800","0.990","978.500","-99.000","0.500","-99.000","-99.000","-99.000","20.500","","19.800",""
"C0E820","2019-09-19 05:00:00","220.000","24.000","5.100","23.700","0.580","985.000","-99.000","0.000","-99.000","-99.000","-99.000","23.700","","23.100",""
"C0K450","2019-09-19 05:00:00","35.000","18.000","3.300","23.700","0.700","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","23.500",""
"C0G760","2019-09-19 05:00:00","53.000","28.000","0.600","24.300","0.700","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"CM0120","2019-09-19 05:00:00","4.000","49.000","6.700","25.600","0.620","1007.900","-99.000","0.000","12.600","40.000","","25.700","","25.200",""
"C0Z290","2019-09-19 05:00:00","946.000","21.000","1.100","17.300","0.780","906.600","-99.000","0.000","-99.000","-99.000","-99.000","17.900","","17.200",""
"C0V680","2019-09-19 05:00:00","40.000","3.000","0.600","25.700","0.850","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.700",""
"C0F9U0","2019-09-19 05:00:00","74.000","56.000","2.600","25.600","0.610","1000.100","-99.000","0.000","9.300","67.000","","26.600","","25.500",""
"C0AI10","2019-09-19 05:00:00","76.000","182.000","0.600","21.300","0.940","1003.300","-99.000","0.500","-99.000","-99.000","-99.000","21.700","","21.200",""
"C0V530","2019-09-19 05:00:00","34.000","1.000","1.300","22.900","1.000","1003.700","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","22.900",""
"C0R550","2019-09-19 05:00:00","38.000","95.000","0.500","25.100","0.930","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.000",""
"C0F9L0","2019-09-19 05:00:00","253.000","54.000","2.900","23.500","0.690","980.100","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.200",""
"C0A950","2019-09-19 05:00:00","60.000","343.000","9.700","25.800","0.670","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.800",""
"C0R160","2019-09-19 05:00:00","45.000","43.000","0.400","25.000","0.990","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","25.000",""
"C0F9S0","2019-09-19 05:00:00","43.000","16.000","3.800","25.800","0.580","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.300",""
"C0M820","2019-09-19 05:00:00","980.000","82.000","0.700","18.800","0.870","902.700","-99.000","0.000","-99.000","-99.000","-99.000","20.800","","18.700",""
"C0G870","2019-09-19 05:00:00","12.000","26.000","3.500","25.500","0.640","1008.200","-99.000","0.000","9.000","32.000","","25.700","","25.200",""
"C0R530","2019-09-19 05:00:00","16.000","108.000","1.500","26.200","0.690","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","25.800",""
"C0O840","2019-09-19 05:00:00","134.000","14.000","0.300","22.900","1.000","991.200","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","22.500",""
"C0A890","2019-09-19 05:00:00","40.000","336.000","0.700","24.900","0.740","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","21.900",""
"C0A660","2019-09-19 05:00:00","97.000","7.000","0.800","24.800","1.000","1000.500","-99.000","0.000","7.100","8.000","","25.000","","24.600",""
"C0T9H0","2019-09-19 05:00:00","725.000","27.000","6.100","19.300","0.760","930.300","-99.000","0.000","12.900","31.000","","19.700","","19.100",""
"C0O980","2019-09-19 05:00:00","18.000","18.000","1.200","23.500","0.800","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","25.100","","23.500",""
"C0T9I0","2019-09-19 05:00:00","152.000","23.000","3.700","25.000","0.550","993.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","23.800",""
"C0V760","2019-09-19 05:00:00","30.000","20.000","1.500","25.300","0.820","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.200",""
"C0AG90","2019-09-19 05:00:00","25.000","0.000","0.100","24.100","0.800","1010.000","-99.000","0.500","-99.000","-99.000","-99.000","25.600","","24.100",""
"C0R570","2019-09-19 05:00:00","37.000","87.000","0.800","26.400","0.820","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.100",""
"C0O900","2019-09-19 05:00:00","9.000","12.000","2.100","23.600","0.860","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","23.600",""
"C0AD00","2019-09-19 05:00:00","86.000","30.000","1.500","26.000","0.690","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","25.900",""
"C0V700","2019-09-19 05:00:00","24.000","80.000","0.600","27.600","0.790","1004.000","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","27.600",""
"C0AH00","2019-09-19 05:00:00","38.000","31.000","2.700","25.500","0.750","1007.400","-99.000","0.000","8.800","9.000","","25.700","","25.000",""
"C0X080","2019-09-19 05:00:00","2.000","36.000","2.800","24.000","0.740","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.900",""
"CM0150","2019-09-19 05:00:00","11.000","352.000","1.100","23.800","0.760","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.700",""
"C0I480","2019-09-19 05:00:00","2165.000","195.000","0.600","11.200","0.990","787.200","-99.000","0.000","-99.000","-99.000","-99.000","13.600","","10.900",""
